Transaction ID;Country;Amount (USD);Transaction Type;Date of Transaction;Person Involved;Industry;Destination Country;Reported by Authority;Source of Money;Money Laundering Risk Score;Shell Companies Involved;Financial Institution;Tax Haven Country
TX0000009624;China;24.357.073.730.945.200;Cash Withdrawal;5/2/14 23:00;Person_6184;Casinos;South Africa;False;Illegal;4;9;Bank_127;Panama
TX0000009625;China;4.390.129.193.059.910;Cash Withdrawal;6/2/14 00:00;Person_1290;Oil & Gas;Switzerland;False;Illegal;6;4;Bank_488;Singapore
TX0000009626;USA;11.017.447.710.679.100;Cash Withdrawal;6/2/14 01:00;Person_7698;Finance;India;False;Illegal;7;5;Bank_345;Cayman Islands
TX0000009627;Switzerland;2.258.873.633.367.920;Stocks Transfer;6/2/14 02:00;Person_9790;Oil & Gas;UK;False;Legal;5;6;Bank_318;Luxembourg
TX0000009628;Switzerland;23.255.102.729.712.400;Offshore Transfer;6/2/14 03:00;Person_9375;Casinos;South Africa;False;Illegal;2;5;Bank_131;Panama
TX0000009629;South Africa;7.706.194.755.322.590;Cryptocurrency;6/2/14 04:00;Person_1562;Luxury Goods;South Africa;False;Legal;4;6;Bank_297;Singapore
TX0000009630;Brazil;26.480.556.164.956.100;Property Purchase;6/2/14 05:00;Person_6438;Oil & Gas;Brazil;True;Illegal;4;4;Bank_140;Singapore
TX0000009631;Switzerland;9.253.234.067.622.670;Cash Withdrawal;6/2/14 06:00;Person_552;Luxury Goods;USA;True;Illegal;1;6;Bank_72;Switzerland
TX0000009632;Singapore;3.673.601.271.779.680;Cash Withdrawal;6/2/14 07:00;Person_7086;Finance;Russia;False;Legal;9;9;Bank_302;Cayman Islands
TX0000009633;UAE;8.574.034.656.191.230;Stocks Transfer;6/2/14 08:00;Person_9962;Oil & Gas;China;True;Legal;9;8;Bank_80;Luxembourg
TX0000009634;China;23.914.327.718.477.100;Property Purchase;6/2/14 09:00;Person_2016;Luxury Goods;Switzerland;False;Illegal;6;9;Bank_312;Switzerland
TX0000009635;USA;38.679.534.369.038.400;Cryptocurrency;6/2/14 10:00;Person_5816;Oil & Gas;South Africa;False;Illegal;10;4;Bank_271;Cayman Islands
TX0000009636;UK;3.275.036.194.450.010;Stocks Transfer;6/2/14 11:00;Person_9129;Real Estate;Russia;False;Legal;8;2;Bank_185;Luxembourg
TX0000009637;China;2.679.051.645.838.360;Offshore Transfer;6/2/14 12:00;Person_1606;Luxury Goods;Brazil;False;Illegal;9;2;Bank_131;Cayman Islands
TX0000009638;USA;35.008.850.513.662.500;Cryptocurrency;6/2/14 13:00;Person_6089;Finance;UK;False;Illegal;8;9;Bank_56;Panama
TX0000009639;Singapore;23.409.477.548.384.500;Property Purchase;6/2/14 14:00;Person_4877;Luxury Goods;China;True;Legal;1;6;Bank_445;Cayman Islands
TX0000009640;India;14.830.861.269.250.200;Cash Withdrawal;6/2/14 15:00;Person_5904;Oil & Gas;Singapore;False;Illegal;6;3;Bank_224;Cayman Islands
TX0000009641;Russia;19.135.698.652.133.200;Cash Withdrawal;6/2/14 16:00;Person_5875;Oil & Gas;Brazil;False;Legal;2;2;Bank_444;Switzerland
TX0000009642;Singapore;1.751.490.368.261.840;Property Purchase;6/2/14 17:00;Person_5128;Casinos;Brazil;False;Illegal;4;5;Bank_262;Cayman Islands
TX0000009643;UK;31.271.857.308.583.500;Cryptocurrency;6/2/14 18:00;Person_6481;Arms Trade;UK;False;Illegal;8;0;Bank_459;Panama
TX0000009644;UAE;2.113.919.869.806.510;Offshore Transfer;6/2/14 19:00;Person_7111;Oil & Gas;UK;False;Illegal;7;4;Bank_120;Luxembourg
TX0000009645;Switzerland;18.635.247.572.627.400;Property Purchase;6/2/14 20:00;Person_3659;Arms Trade;India;False;Illegal;3;6;Bank_260;Switzerland
TX0000009646;Brazil;4.883.319.697.941.370;Stocks Transfer;6/2/14 21:00;Person_8472;Arms Trade;USA;False;Legal;8;4;Bank_154;Panama
TX0000009647;South Africa;25.138.786.340.806.200;Property Purchase;6/2/14 22:00;Person_701;Luxury Goods;UK;False;Illegal;2;4;Bank_227;Bahamas
TX0000009648;USA;21.286.274.438.833.300;Cash Withdrawal;6/2/14 23:00;Person_1888;Finance;USA;False;Illegal;5;9;Bank_275;Cayman Islands
TX0000009649;Russia;2.499.643.345.134.160;Property Purchase;7/2/14 00:00;Person_4813;Real Estate;UK;False;Legal;2;0;Bank_5;Panama
TX0000009650;UAE;2.738.621.236.910.960;Offshore Transfer;7/2/14 01:00;Person_4457;Real Estate;UAE;False;Illegal;8;9;Bank_481;Panama
TX0000009651;USA;20.205.759.098.389.600;Property Purchase;7/2/14 02:00;Person_950;Casinos;Russia;False;Legal;1;9;Bank_262;Switzerland
TX0000009652;UK;40.030.307.453.152.600;Cryptocurrency;7/2/14 03:00;Person_2621;Luxury Goods;Switzerland;False;Illegal;6;0;Bank_125;Luxembourg
TX0000009653;South Africa;32.398.289.955.010.700;Property Purchase;7/2/14 04:00;Person_7505;Oil & Gas;India;True;Illegal;2;4;Bank_371;Panama
TX0000009654;Singapore;16.559.789.342.176.800;Stocks Transfer;7/2/14 05:00;Person_828;Casinos;China;False;Legal;5;6;Bank_246;Singapore
TX0000009655;South Africa;29.007.384.364.698.700;Stocks Transfer;7/2/14 06:00;Person_3904;Construction;China;False;Illegal;4;3;Bank_134;Switzerland
TX0000009656;USA;419.410.611.153.828;Property Purchase;7/2/14 07:00;Person_3721;Casinos;China;False;Illegal;1;8;Bank_368;Bahamas
TX0000009657;Singapore;24.826.217.378.149.500;Cryptocurrency;7/2/14 08:00;Person_6403;Arms Trade;Switzerland;True;Legal;5;2;Bank_251;Switzerland
TX0000009658;USA;2.747.696.040.319.690;Stocks Transfer;7/2/14 09:00;Person_4537;Construction;South Africa;False;Illegal;7;9;Bank_348;Cayman Islands
TX0000009659;India;18.272.485.464.390.400;Offshore Transfer;7/2/14 10:00;Person_7647;Arms Trade;UK;False;Legal;1;5;Bank_5;Switzerland
TX0000009660;China;3.834.508.371.166.350;Cash Withdrawal;7/2/14 11:00;Person_2241;Oil & Gas;South Africa;False;Illegal;7;5;Bank_252;Singapore
TX0000009661;Brazil;25.253.846.406.312.200;Cryptocurrency;7/2/14 12:00;Person_9326;Luxury Goods;USA;False;Legal;3;8;Bank_214;Panama
TX0000009662;Russia;4.956.856.559.591.960;Stocks Transfer;7/2/14 13:00;Person_8868;Real Estate;USA;False;Legal;5;5;Bank_4;Luxembourg
TX0000009663;South Africa;4.030.051.995.070.100;Stocks Transfer;7/2/14 14:00;Person_1837;Real Estate;Russia;False;Illegal;2;8;Bank_166;Panama
TX0000009664;Singapore;2.172.601.049.957.150;Stocks Transfer;7/2/14 15:00;Person_1391;Finance;Brazil;False;Legal;2;3;Bank_370;Switzerland
TX0000009665;China;40.776.193.552.233.100;Cryptocurrency;7/2/14 16:00;Person_1378;Real Estate;South Africa;False;Legal;5;8;Bank_203;Panama
TX0000009666;UAE;2.462.159.922.984.670;Property Purchase;7/2/14 17:00;Person_3387;Arms Trade;Switzerland;False;Illegal;9;0;Bank_445;Cayman Islands
TX0000009667;Russia;1.799.868.920.858.450;Stocks Transfer;7/2/14 18:00;Person_4802;Luxury Goods;Brazil;True;Illegal;7;3;Bank_174;Panama
TX0000009668;UAE;11.531.793.421.196.500;Property Purchase;7/2/14 19:00;Person_8887;Real Estate;Russia;False;Illegal;8;4;Bank_255;Switzerland
TX0000009669;Switzerland;4.812.472.778.423.440;Offshore Transfer;7/2/14 20:00;Person_999;Finance;India;False;Legal;3;5;Bank_377;Singapore
TX0000009670;India;1.851.370.896.137.920;Cryptocurrency;7/2/14 21:00;Person_2629;Luxury Goods;China;True;Illegal;1;4;Bank_136;Singapore
TX0000009671;Russia;41.242.023.258.344.900;Stocks Transfer;7/2/14 22:00;Person_4606;Real Estate;UK;False;Legal;3;4;Bank_470;Switzerland
TX0000009672;China;30.367.033.717.473.300;Cash Withdrawal;7/2/14 23:00;Person_5278;Arms Trade;Singapore;False;Illegal;7;9;Bank_216;Switzerland
TX0000009673;South Africa;3.295.254.448.034.990;Cash Withdrawal;8/2/14 00:00;Person_3021;Oil & Gas;China;False;Legal;9;1;Bank_386;Bahamas
TX0000009674;Singapore;4.734.738.997.569.760;Property Purchase;8/2/14 01:00;Person_7113;Casinos;Switzerland;False;Illegal;2;9;Bank_359;Cayman Islands
TX0000009675;Russia;36.782.031.480.486.100;Property Purchase;8/2/14 02:00;Person_2658;Arms Trade;UAE;False;Illegal;2;5;Bank_276;Switzerland
TX0000009676;USA;3.012.640.458.228.190;Offshore Transfer;8/2/14 03:00;Person_7872;Finance;Brazil;False;Illegal;10;0;Bank_389;Singapore
TX0000009677;China;4.999.030.976.547.360;Offshore Transfer;8/2/14 04:00;Person_9369;Casinos;USA;False;Legal;4;6;Bank_115;Panama
TX0000009678;Brazil;12.905.864.361.556.500;Stocks Transfer;8/2/14 05:00;Person_4753;Arms Trade;UK;False;Illegal;7;5;Bank_314;Panama
TX0000009679;Singapore;3.145.254.785.607.220;Offshore Transfer;8/2/14 06:00;Person_3477;Oil & Gas;UK;False;Legal;5;0;Bank_70;Luxembourg
TX0000009680;Singapore;19.489.488.584.506.000;Property Purchase;8/2/14 07:00;Person_6175;Casinos;UAE;False;Illegal;2;8;Bank_344;Panama
TX0000009681;India;2.412.704.402.623.420;Cryptocurrency;8/2/14 08:00;Person_9548;Arms Trade;Singapore;False;Legal;5;6;Bank_358;Luxembourg
TX0000009682;UK;34.284.130.247.001.000;Stocks Transfer;8/2/14 09:00;Person_2684;Finance;UK;False;Illegal;5;7;Bank_309;Switzerland
TX0000009683;South Africa;14.724.270.309.609.500;Cash Withdrawal;8/2/14 10:00;Person_5296;Arms Trade;UAE;False;Illegal;1;1;Bank_177;Luxembourg
TX0000009684;Russia;17.868.343.518.957;Property Purchase;8/2/14 11:00;Person_4225;Construction;China;True;Illegal;9;1;Bank_98;Luxembourg
TX0000009685;South Africa;45.021.995.554.860.200;Cryptocurrency;8/2/14 12:00;Person_3611;Casinos;China;False;Legal;4;0;Bank_71;Singapore
TX0000009686;Singapore;35.035.147.935.667.900;Stocks Transfer;8/2/14 13:00;Person_2602;Casinos;South Africa;False;Legal;3;1;Bank_290;Switzerland
TX0000009687;Switzerland;2.151.187.267.462.620;Property Purchase;8/2/14 14:00;Person_1132;Construction;UK;False;Illegal;9;8;Bank_301;Cayman Islands
TX0000009688;South Africa;12.617.102.040.927.900;Cash Withdrawal;8/2/14 15:00;Person_3277;Arms Trade;Brazil;False;Legal;7;9;Bank_152;Bahamas
TX0000009689;South Africa;4.052.113.818.869.930;Cash Withdrawal;8/2/14 16:00;Person_6892;Oil & Gas;USA;True;Legal;6;2;Bank_477;Singapore
TX0000009690;UAE;4.897.189.879.683.230;Offshore Transfer;8/2/14 17:00;Person_420;Casinos;Brazil;True;Legal;7;7;Bank_217;Bahamas
TX0000009691;Switzerland;867.378.828.930.287;Cryptocurrency;8/2/14 18:00;Person_4903;Oil & Gas;Russia;True;Illegal;1;1;Bank_40;Bahamas
TX0000009692;Singapore;1.461.387.227.942.190;Offshore Transfer;8/2/14 19:00;Person_8331;Finance;UAE;False;Illegal;5;7;Bank_11;Switzerland
TX0000009693;Brazil;2.845.399.482.655.610;Offshore Transfer;8/2/14 20:00;Person_5549;Real Estate;India;True;Illegal;3;7;Bank_438;Singapore
TX0000009694;China;29.168.308.653.941.200;Property Purchase;8/2/14 21:00;Person_3528;Real Estate;Brazil;False;Illegal;4;3;Bank_398;Singapore
TX0000009695;UAE;276.261.678.048.571;Stocks Transfer;8/2/14 22:00;Person_1149;Real Estate;India;True;Legal;6;0;Bank_94;Singapore
TX0000009696;UK;19.444.679.291.511.000;Cash Withdrawal;8/2/14 23:00;Person_1114;Arms Trade;China;True;Illegal;1;7;Bank_280;Panama
TX0000009697;India;28.724.022.637.361.200;Cryptocurrency;9/2/14 00:00;Person_3306;Finance;China;False;Legal;6;0;Bank_143;Panama
TX0000009698;South Africa;19.410.093.920.449.700;Property Purchase;9/2/14 01:00;Person_3451;Arms Trade;UAE;True;Illegal;5;4;Bank_373;Singapore
TX0000009699;China;8.993.977.347.830.820;Stocks Transfer;9/2/14 02:00;Person_4517;Arms Trade;Brazil;False;Illegal;8;0;Bank_128;Switzerland
TX0000009700;USA;4.008.779.668.038.760;Cash Withdrawal;9/2/14 03:00;Person_4723;Real Estate;UAE;False;Illegal;6;0;Bank_427;Singapore
TX0000009701;UK;2.178.691.037.612.830;Cash Withdrawal;9/2/14 04:00;Person_6591;Arms Trade;Russia;False;Illegal;4;8;Bank_68;Bahamas
TX0000009702;UAE;2.602.507.254.665.800;Offshore Transfer;9/2/14 05:00;Person_8629;Real Estate;Singapore;False;Legal;8;5;Bank_320;Panama
TX0000009703;UAE;20.344.670.255.361.300;Offshore Transfer;9/2/14 06:00;Person_3177;Luxury Goods;Brazil;False;Illegal;4;8;Bank_289;Panama
TX0000009704;Brazil;25.937.020.878.640.100;Cryptocurrency;9/2/14 07:00;Person_5251;Casinos;UAE;False;Illegal;8;8;Bank_124;Panama
TX0000009705;UAE;1.673.698.133.675.460;Property Purchase;9/2/14 08:00;Person_4878;Luxury Goods;South Africa;False;Legal;5;3;Bank_422;Luxembourg
TX0000009706;UAE;7.004.565.482.119.340;Offshore Transfer;9/2/14 09:00;Person_6214;Arms Trade;India;False;Illegal;10;9;Bank_485;Bahamas
TX0000009707;USA;4.751.613.147.740.630;Property Purchase;9/2/14 10:00;Person_6014;Construction;Switzerland;False;Illegal;3;5;Bank_143;Luxembourg
TX0000009708;UAE;357.706.947.134.619;Stocks Transfer;9/2/14 11:00;Person_2719;Finance;Brazil;False;Legal;10;0;Bank_303;Cayman Islands
TX0000009709;Switzerland;223.052.224.596.034;Offshore Transfer;9/2/14 12:00;Person_4410;Oil & Gas;South Africa;True;Illegal;3;8;Bank_308;Bahamas
TX0000009710;China;2.735.211.102.953.170;Cryptocurrency;9/2/14 13:00;Person_245;Arms Trade;USA;False;Illegal;9;0;Bank_26;Cayman Islands
TX0000009711;South Africa;7.964.175.229.585.000;Offshore Transfer;9/2/14 14:00;Person_9771;Luxury Goods;Switzerland;False;Illegal;6;6;Bank_347;Switzerland
TX0000009712;India;3.592.990.160.559.740;Stocks Transfer;9/2/14 15:00;Person_331;Construction;China;False;Illegal;9;4;Bank_397;Switzerland
TX0000009713;South Africa;47.403.629.324.158;Property Purchase;9/2/14 16:00;Person_2721;Real Estate;USA;False;Illegal;7;1;Bank_349;Panama
TX0000009714;Switzerland;14.103.017.758.044.000;Cryptocurrency;9/2/14 17:00;Person_5907;Finance;Switzerland;False;Legal;6;0;Bank_65;Bahamas
TX0000009715;China;16.159.697.550.769.700;Offshore Transfer;9/2/14 18:00;Person_1192;Arms Trade;India;True;Illegal;3;8;Bank_304;Singapore
TX0000009716;Singapore;11.033.212.351.773.700;Cryptocurrency;9/2/14 19:00;Person_3022;Real Estate;India;False;Illegal;6;1;Bank_283;Luxembourg
TX0000009717;South Africa;10.446.452.607.378.900;Offshore Transfer;9/2/14 20:00;Person_8710;Real Estate;South Africa;True;Illegal;4;4;Bank_218;Cayman Islands
TX0000009718;UAE;4.159.245.474.576.860;Stocks Transfer;9/2/14 21:00;Person_8424;Finance;China;False;Legal;6;2;Bank_485;Luxembourg
TX0000009719;UK;3.354.731.753.852.830;Property Purchase;9/2/14 22:00;Person_6630;Luxury Goods;Singapore;False;Illegal;8;3;Bank_113;Panama
TX0000009720;Brazil;13.657.978.581.145.500;Property Purchase;9/2/14 23:00;Person_3911;Construction;Brazil;False;Illegal;3;1;Bank_47;Panama
TX0000009721;India;38.151.896.220.456.700;Cash Withdrawal;10/2/14 00:00;Person_8584;Real Estate;Russia;True;Illegal;2;3;Bank_270;Bahamas
TX0000009722;China;20.219.982.378.794.200;Property Purchase;10/2/14 01:00;Person_2676;Luxury Goods;China;False;Illegal;2;6;Bank_172;Bahamas
TX0000009723;India;12.193.104.131.112.100;Stocks Transfer;10/2/14 02:00;Person_253;Construction;Switzerland;False;Illegal;1;7;Bank_467;Luxembourg
TX0000009724;Brazil;46.989.445.322.962;Offshore Transfer;10/2/14 03:00;Person_7639;Casinos;India;False;Illegal;5;6;Bank_86;Bahamas
TX0000009725;UAE;41.790.887.710.880.500;Cryptocurrency;10/2/14 04:00;Person_483;Casinos;South Africa;False;Illegal;6;8;Bank_25;Panama
TX0000009726;Switzerland;39.843.974.969.705.500;Property Purchase;10/2/14 05:00;Person_2246;Oil & Gas;China;False;Legal;1;1;Bank_44;Bahamas
TX0000009727;UAE;2.024.938.870.509.950;Cash Withdrawal;10/2/14 06:00;Person_9488;Finance;UAE;False;Illegal;1;4;Bank_18;Bahamas
TX0000009728;UAE;27.587.580.149.691.400;Cash Withdrawal;10/2/14 07:00;Person_4305;Real Estate;India;False;Legal;1;3;Bank_215;Bahamas
TX0000009729;UAE;2.356.223.928.153.950;Property Purchase;10/2/14 08:00;Person_864;Arms Trade;India;False;Illegal;5;2;Bank_69;Singapore
TX0000009730;UAE;37.994.372.141.138.500;Offshore Transfer;10/2/14 09:00;Person_9514;Casinos;Switzerland;False;Illegal;8;0;Bank_419;Switzerland
TX0000009731;UK;24.972.127.470.022.000;Cryptocurrency;10/2/14 10:00;Person_1703;Construction;Switzerland;True;Legal;1;9;Bank_243;Cayman Islands
TX0000009732;India;4.802.162.715.833.910;Cryptocurrency;10/2/14 11:00;Person_6145;Construction;China;True;Illegal;10;8;Bank_98;Bahamas
TX0000009733;USA;4.380.839.150.280.390;Offshore Transfer;10/2/14 12:00;Person_2364;Casinos;China;False;Illegal;9;5;Bank_496;Singapore
TX0000009734;South Africa;2.073.311.665.710.520;Stocks Transfer;10/2/14 13:00;Person_1758;Finance;UK;False;Illegal;9;0;Bank_440;Luxembourg
TX0000009735;Brazil;7.685.115.410.554.440;Cryptocurrency;10/2/14 14:00;Person_1324;Arms Trade;Brazil;False;Legal;2;1;Bank_91;Bahamas
TX0000009736;Brazil;41.303.506.770.611.700;Stocks Transfer;10/2/14 15:00;Person_3789;Real Estate;UAE;False;Illegal;8;0;Bank_22;Panama
TX0000009737;USA;37.452.846.174.880.700;Cash Withdrawal;10/2/14 16:00;Person_1426;Construction;UK;False;Illegal;5;4;Bank_302;Singapore
TX0000009738;USA;11.075.193.815.046.500;Offshore Transfer;10/2/14 17:00;Person_5264;Finance;China;False;Legal;7;1;Bank_448;Singapore
TX0000009739;China;4.272.126.590.135.220;Offshore Transfer;10/2/14 18:00;Person_7337;Oil & Gas;South Africa;True;Illegal;9;7;Bank_450;Panama
TX0000009740;India;4.157.828.356.247.650;Property Purchase;10/2/14 19:00;Person_2380;Finance;Russia;False;Legal;10;8;Bank_23;Switzerland
TX0000009741;Singapore;19.225.354.282.885.900;Property Purchase;10/2/14 20:00;Person_5704;Real Estate;China;False;Illegal;8;5;Bank_123;Singapore
TX0000009742;USA;19.899.280.748.172.000;Cryptocurrency;10/2/14 21:00;Person_128;Casinos;India;False;Legal;1;9;Bank_368;Cayman Islands
TX0000009743;UK;25.527.028.591.019.900;Offshore Transfer;10/2/14 22:00;Person_6530;Casinos;Russia;False;Illegal;5;9;Bank_463;Panama
TX0000009744;Russia;16.488.955.845.317.000;Offshore Transfer;10/2/14 23:00;Person_3915;Finance;Switzerland;False;Illegal;4;2;Bank_452;Switzerland
TX0000009745;South Africa;42.492.329.760.214.200;Cash Withdrawal;11/2/14 00:00;Person_953;Construction;China;True;Legal;6;6;Bank_382;Cayman Islands
TX0000009746;USA;14.536.423.401.682.200;Offshore Transfer;11/2/14 01:00;Person_1276;Construction;Singapore;True;Illegal;6;1;Bank_139;Luxembourg
TX0000009747;Switzerland;16.189.469.049.383.500;Cash Withdrawal;11/2/14 02:00;Person_7516;Casinos;South Africa;True;Legal;7;8;Bank_250;Bahamas
TX0000009748;UAE;7.701.066.004.829.210;Property Purchase;11/2/14 03:00;Person_8303;Casinos;UK;True;Illegal;8;4;Bank_40;Bahamas
TX0000009749;Switzerland;20.116.781.347.709.400;Cryptocurrency;11/2/14 04:00;Person_8528;Casinos;India;False;Illegal;3;8;Bank_434;Switzerland
TX0000009750;UAE;2.818.485.358.318.260;Stocks Transfer;11/2/14 05:00;Person_3709;Finance;Brazil;False;Legal;5;7;Bank_128;Cayman Islands
TX0000009751;Singapore;4.258.760.823.992.690;Cash Withdrawal;11/2/14 06:00;Person_2111;Real Estate;China;False;Illegal;9;1;Bank_306;Switzerland
TX0000009752;Russia;36.585.153.040.875.800;Cryptocurrency;11/2/14 07:00;Person_1564;Arms Trade;Russia;False;Illegal;6;7;Bank_284;Switzerland
TX0000009753;Russia;3.186.737.617.607.510;Cash Withdrawal;11/2/14 08:00;Person_9829;Construction;UK;False;Illegal;10;7;Bank_249;Luxembourg
TX0000009754;Singapore;4.756.136.739.082.300;Cash Withdrawal;11/2/14 09:00;Person_4971;Luxury Goods;Singapore;False;Illegal;8;2;Bank_36;Switzerland
TX0000009755;India;2.195.832.443.606.400;Offshore Transfer;11/2/14 10:00;Person_1225;Finance;China;False;Illegal;2;2;Bank_441;Switzerland
TX0000009756;UAE;1.832.700.435.292.580;Cryptocurrency;11/2/14 11:00;Person_333;Casinos;India;False;Illegal;10;5;Bank_252;Luxembourg
TX0000009757;UK;2.377.688.503.122.630;Cash Withdrawal;11/2/14 12:00;Person_1070;Construction;USA;False;Illegal;3;4;Bank_44;Cayman Islands
TX0000009758;India;41.839.461.289.648.700;Stocks Transfer;11/2/14 13:00;Person_2219;Oil & Gas;South Africa;False;Illegal;9;1;Bank_82;Luxembourg
TX0000009759;Russia;18.350.971.675.285.800;Property Purchase;11/2/14 14:00;Person_1500;Luxury Goods;Russia;True;Legal;1;0;Bank_184;Switzerland
TX0000009760;Singapore;4.235.736.159.669.620;Property Purchase;11/2/14 15:00;Person_7907;Arms Trade;UAE;False;Illegal;4;1;Bank_470;Bahamas
TX0000009761;China;2.764.210.690.504.060;Property Purchase;11/2/14 16:00;Person_7577;Luxury Goods;USA;True;Legal;5;4;Bank_361;Cayman Islands
TX0000009762;South Africa;3.590.404.011.402.720;Cash Withdrawal;11/2/14 17:00;Person_1314;Oil & Gas;Switzerland;True;Legal;6;8;Bank_203;Cayman Islands
TX0000009763;UAE;18.909.673.888.354.500;Cryptocurrency;11/2/14 18:00;Person_8460;Finance;USA;False;Legal;9;5;Bank_324;Bahamas
TX0000009764;China;7.043.698.953.473.880;Offshore Transfer;11/2/14 19:00;Person_8085;Real Estate;Switzerland;False;Illegal;1;4;Bank_374;Panama
TX0000009765;UAE;11.879.616.868.737.100;Cryptocurrency;11/2/14 20:00;Person_7858;Real Estate;UAE;False;Illegal;3;5;Bank_79;Switzerland
TX0000009766;Brazil;15.760.864.811.606.600;Stocks Transfer;11/2/14 21:00;Person_8943;Real Estate;Brazil;False;Illegal;9;1;Bank_237;Switzerland
TX0000009767;South Africa;3.408.543.303.499.260;Cryptocurrency;11/2/14 22:00;Person_2578;Oil & Gas;USA;False;Illegal;10;1;Bank_197;Bahamas
TX0000009768;China;32.280.128.680.728.400;Cryptocurrency;11/2/14 23:00;Person_7845;Finance;China;True;Legal;10;9;Bank_34;Luxembourg
TX0000009769;China;40.866.325.621.756.100;Cash Withdrawal;12/2/14 00:00;Person_6896;Luxury Goods;Russia;False;Illegal;9;8;Bank_450;Bahamas
TX0000009770;Russia;1.546.486.355.764.340;Offshore Transfer;12/2/14 01:00;Person_4501;Real Estate;USA;False;Legal;6;6;Bank_246;Luxembourg
TX0000009771;UAE;22.693.064.653.177.800;Offshore Transfer;12/2/14 02:00;Person_2830;Construction;Russia;False;Legal;10;7;Bank_28;Switzerland
TX0000009772;Switzerland;4.963.013.344.450.320;Cryptocurrency;12/2/14 03:00;Person_2239;Arms Trade;Switzerland;False;Legal;4;1;Bank_71;Bahamas
TX0000009773;China;6.648.939.603.449.090;Cryptocurrency;12/2/14 04:00;Person_3396;Finance;UAE;False;Illegal;8;3;Bank_200;Switzerland
TX0000009774;India;17.408.026.444.636.600;Offshore Transfer;12/2/14 05:00;Person_2761;Casinos;South Africa;True;Illegal;4;7;Bank_484;Cayman Islands
TX0000009775;UK;2.160.207.837.369.220;Cryptocurrency;12/2/14 06:00;Person_4794;Real Estate;Brazil;False;Illegal;9;4;Bank_3;Switzerland
TX0000009776;India;38.689.798.054.840.700;Cash Withdrawal;12/2/14 07:00;Person_6562;Luxury Goods;Switzerland;False;Legal;6;7;Bank_316;Singapore
TX0000009777;UAE;31.770.566.119.549.200;Property Purchase;12/2/14 08:00;Person_8210;Oil & Gas;Russia;False;Legal;4;3;Bank_346;Luxembourg
TX0000009778;India;23.865.599.296.423.800;Stocks Transfer;12/2/14 09:00;Person_3596;Arms Trade;South Africa;False;Illegal;1;1;Bank_394;Cayman Islands
TX0000009779;Brazil;2.125.262.586.571.960;Cash Withdrawal;12/2/14 10:00;Person_5232;Finance;Russia;False;Legal;1;8;Bank_255;Luxembourg
TX0000009780;USA;39.585.493.081.377.200;Cryptocurrency;12/2/14 11:00;Person_1281;Finance;Singapore;False;Legal;4;5;Bank_262;Panama
TX0000009781;Switzerland;10.062.418.848.500.000;Stocks Transfer;12/2/14 12:00;Person_6308;Luxury Goods;UAE;True;Illegal;3;0;Bank_461;Panama
TX0000009782;USA;10.723.765.117.816.900;Property Purchase;12/2/14 13:00;Person_3831;Construction;UAE;True;Illegal;9;1;Bank_11;Luxembourg
TX0000009783;Switzerland;4.743.947.293.694.220;Stocks Transfer;12/2/14 14:00;Person_9572;Luxury Goods;South Africa;False;Illegal;4;5;Bank_366;Bahamas
TX0000009784;Switzerland;3.223.421.125.978.200;Offshore Transfer;12/2/14 15:00;Person_8874;Construction;Singapore;False;Illegal;9;7;Bank_117;Switzerland
TX0000009785;Singapore;26.744.845.215.613.200;Cash Withdrawal;12/2/14 16:00;Person_9137;Construction;Switzerland;False;Legal;9;3;Bank_233;Bahamas
TX0000009786;USA;33.875.839.257.530.800;Offshore Transfer;12/2/14 17:00;Person_3269;Finance;USA;False;Legal;9;9;Bank_400;Panama
TX0000009787;South Africa;4.663.277.783.323.250;Property Purchase;12/2/14 18:00;Person_6185;Oil & Gas;USA;False;Illegal;3;4;Bank_271;Singapore
TX0000009788;Singapore;22.595.838.605.425.900;Cash Withdrawal;12/2/14 19:00;Person_3724;Oil & Gas;China;False;Illegal;6;5;Bank_200;Bahamas
TX0000009789;China;10.163.177.144.111.100;Offshore Transfer;12/2/14 20:00;Person_1590;Construction;Brazil;False;Legal;4;7;Bank_482;Singapore
TX0000009790;China;38.944.505.784.742.300;Property Purchase;12/2/14 21:00;Person_7154;Arms Trade;UAE;True;Illegal;2;9;Bank_455;Panama
TX0000009791;China;13.568.007.770.141.400;Offshore Transfer;12/2/14 22:00;Person_9895;Real Estate;China;False;Illegal;5;3;Bank_226;Cayman Islands
TX0000009792;Singapore;2.406.467.144.756.560;Stocks Transfer;12/2/14 23:00;Person_1899;Finance;Brazil;False;Legal;10;9;Bank_136;Luxembourg
TX0000009793;China;6.217.119.273.046.710;Offshore Transfer;13/2/14 00:00;Person_4298;Real Estate;Singapore;False;Illegal;8;7;Bank_332;Bahamas
TX0000009794;USA;5.991.098.282.306.320;Stocks Transfer;13/2/14 01:00;Person_4931;Casinos;Brazil;False;Legal;9;7;Bank_173;Panama
TX0000009795;China;14.326.194.357.524.500;Cash Withdrawal;13/2/14 02:00;Person_5611;Arms Trade;Brazil;False;Legal;10;4;Bank_163;Bahamas
TX0000009796;South Africa;4.285.029.432.348.350;Cryptocurrency;13/2/14 03:00;Person_4064;Arms Trade;UK;True;Legal;10;5;Bank_210;Panama
TX0000009797;South Africa;34.211.852.482.744.000;Stocks Transfer;13/2/14 04:00;Person_2934;Luxury Goods;Singapore;True;Illegal;3;1;Bank_25;Bahamas
